x talents, Sam'al;	x talents, Ṣimirra;
... is  present. The 'strength' is absent. The left of the gall bladder is attached... of the 'finger' is split. In the top ... 	... The 'strength' is present. The left of the gall bladder is attached. The 'finger' ... 
I have not seen ... As to ... 	I have not seen ... 
he shall bear the liability for ... 	I will bear the responsibility for ... 
... among these men	... among them
Let them be taken out and put aside! 	Let them be taken out and put aside!             
... who go there	... of gold therein;
... well being sold.	... well-being ... 
                 came                                           	(               Break               )             
... the king of ... 	... whom the king ... 
The courtyard of the Ešuburanna ... 	The great courtyard of the Ekur in ... 
... Is it decreed and confirmed in a favorable case, by the command of your great divinity, Šamaš, great lord?	Is it decreed and confirmed in a favorable case, by the command of your great divinity, Šamaš, great lord? Will he who can see, see it? Will he who can hear, hear it?
in all, 74 people, deportees	 in all, 29 people, deportees.
Should Assurbanipal, king of Assyria, your creature, appoint the man whose name is  written in this oblong tablet and placed before your great divinity, to the office of the royal delegate in the temple of ... in the Inner City?	Should Assurbanipal, king of Assyria, appoint the man whose name is written in this oblong tablet and placed before your great divinity, to the priesthood of Anu in the Inner City?
... which frighten ... 	... which we ... 
CT 54 509 	CT 54 160 
... , the ... day, eponymy of ... , governor of ... 	Month ... , ... th day, eponym year of NN, governor of ... 
Witness Nabû-kašir, overseer of reeds.	Witness Nabû-šarrani, city overseer of Nineveh.
The gods Aššur and Adad will listen to the prayers of a later prince when that wall becomes dilapidated and he rebuilds it.	The gods Aššur and Adad will listen to the prayers of a later prince when that wall becomes dilapidated and he rebuilds (it). May (the same prince) restore my clay cone to its place.
... sent the beginning of the message ... :	at the beginning of the month ... 
If the sun in ... 	of the king ... 
Witness ... -ilu.	Witness ... 
... the land of Akkad	... the land of Sūḫu 
Whoever in the future, at any time, lodges a complaint, whether Upaq or his sons or his brothers or any relative of his or his prefect or his labour-duty superior, and seeks a lawsuit or litigation against Bel-Harran-beli-uṣur or his son	Whoever in the future, and at any time, whether these men or their  sons (or) their grandsons or any relative of theirs or their ... s or their  labour-duty superior, seeks a lawsuit or litigation against NN and his sons,
I captured alive Massirâ, the chief archer of Teumman, the king of the land Elam, who was stationed inside the city Ša-pī-Bēl to provide support to the land Gambulu (and) to guard Dunānu. I cut off his head (and) beat (it) against the face of Dunānu, the ally who could not save him. 	I captured alive Massirâ, the chief archer of Teumman, the king of the land Elam, who was stationed inside the city Ša-pī-Bēl to provide support to the land Gambulu (and) to guard Dunānu. I cut off his head (and) beat (it) against the face of Dunānu, the ally who could not save him.
Witness Zabdanu.	Witness Adad-dan.
Ittî, chariot driver;	... , chariot driver
he stole ... 	milhu stone ... 
Witness Sipparanu, tanner of colored leather.	Witness Sin-na'id, tanner of colored leather.
Whoever in the future, at any time, whether Aššur-naṣir or his sons or brothers or his governor, seeks a lawsuit or litigation against Šamaš-abu-uṣur, his sons and grandsons, shall place x minas of refined silver and one mina of pure gold	Whoever in the future, at any time, lodges a complaint and seeks a lawsuit or litigation with Remanni-Adad, his sons and grandsons, shall place x minas of refined silver and x minas of pure gold
17 10 ... ,	11 ... 
... I have written to the king, my lord ... 	... Aššur to the king, my lord ... 
... there is not ... 	there is ... 
The king said to the ... 	the king's mother ... 
total — Ninurta.	total — Nin-... 
and seeks a lawsuit or litigation against Inurta-ahu-iddina,	... seeks a lawsuit or litigation against Šamaš-na'id,
x, 2, the commanders-of-50, the 'third men' ... ;	1, Assyrian, commanders-of-50 of the 'third men';
... his prosperity 	... of prosperity ... 
Witness ... -ereš.	Witness ... 
Witness NN, deputy priest.	Witness NN, deputy.
... upon the city gate	... in the city
... the governor of Si'imme;	... the governor of Til-Barsip
May a later prince restore it (and) return my inscribed name to its place. (Then) the goddess Nunaittu will listen to his prayers.	May a later prince restore it (and) return my monumental inscriptions and clay inscriptions to their places. (Then) the god Aššur will listen to his prayers.
May Belet-ili, the lady of creation, cut off birth from your land; may she deprive your nurses of the cries of little children in the streets and squares.	May Belet-ili, the lady of creation, cut off birth from your land; may your nurses be deprived of the cries of little children in the streets and squares.
... shall have the usufruct of ... 	he shall have the usufruct ... for years ... 
The facing (of the quay wall) which faces the River (Tigris), which through the (action of the) water had become dilapidated and the flood had eroded away its limestone and baked brick: I restored that facing (of the quay wall) with bitumen and baked brick (and) made it the thickness of four and one half bricks. I faced the back of it with limestone and bitumen mortar. I deposited my monumental inscriptions.	The facing (of the quay wall) which faces the River (Tigris) from the entrance of the upper city, at the Ea-šarru Gate, to the entrance of the lower city, at the Tigris Gate, which through the (action of the) water had become dilapidated and whose limestone and baked brick the flood had eroded away: I restored that facing (of the quay wall) with bitumen and baked brick (and) made it the thickness of four and one half bricks. I faced the back of it with limestone and mortar from the city Ubasē and deposited my monumental inscription.
I have just sent to the king, my lord.	I have sent ... to the king, my lord.
... 21 incumbent on Arbailayu;	incumbent on Arbailayu, ... 
Month Tebet (X), 9th day, eponym year of Zazî.	Month ... , 23rd day, eponym year of Zazaya.
Between the 'cap' of the lung and the 'lift of the head' of the lung a piece of flesh is ... : the sun in its rising... 	If between the 'cap' of the lung and the 'lift of the head' of the lung a piece of flesh is ... : the sun in its rising.
... , in all an estate ... 	... , in all 2 farmers; ... ;
... before the city Ku... 	 before the kings ... 
... 2 women ... 	... s to ... 
... the city wall	... in the city
Witness Nergal-ila'i, scribe.	Witness Azi-il, scribe.
A built house with its beams, and with its doors, ... 	A built house with its doors, with its beams, ... ,
The palace of Sennacherib, king of Assyria.	Tent of Sennacherib, king of Assyria.
A thigh, a shoulder, outer cuts, 2 cuts of shoulder of an ox, of the temple of Dagan — of the chief cupbearer.	A thigh, a shoulder, outer cuts; 2 cuts of shoulders, of one ox of the temple of Dagan;
... 10 sheep;	... sheep
Mannu-ki-Adad             	Man(nu)-ki-ahhe             
Witness Nabû-na'id.	Witness Nabû-... 
Witness Urdu-Issar, son of Tešê-ereš.	Witness Urdu-Issar, son of Hariruri.
of Tur... 	of ... 
Seal of ... ayu, owner of the people being given.	Seal of ... , owner of the ... being sold.
total, 21 minas ... 	in all, 102 minas ... 
If the day reaches its normal length: a reign of long days... 	If the day reaches its normal length: a reign of long days.
Remanni-Adad the chariot driver has contracted and bought it for 4 minas of silver by the mina of Carchemish.	Abi-rahî, sister of the governess, has contracted and bought them for two minas of silver by the mina of Carchemish.
Du'ani-Issar, the ... about whom the king, my lord, wrote to me	about whom the king, my lord, wote to me:
... throw ... 	... s to ... 
... and the Cimmerians	... and the Cimmerian troops
Badî;	Banî;
70 men ... 	My men ... 
I shall give to you. Wine ... 	I shall give you ... 
let them be appointed ... 	let me appoint ... 
... Nanaya ... 	... my ... 
Month of Tishri (VII), 25th day, eponym year of Arbailayu (661 B.C.).	Month Tishri (VII), 20th day, eponym year of Gabbaru.
Witness Kiṣir-Aššur, cohort commander.	Witness Nuranu, cohort commander.
Month of Tishri (VII), 7th day, eponym year of Nabû-šar-ahhešu (646 B.C.).	Month Tishri (VII), 20th day, eponym year of Gabbaru.
If the moon's (horns) at its appearance are very pointed: the king will rule the land wherever he goes, variant: he will knock down wherever he wants to subdue.	If the moon's horns at its appearance are pointed: the king of Akkad will rule the land wherever he goes, variant: the king of Akkad will weaken the land wherever he intends.
I myself prayed to the deities Aššur, Sîn, Šamaš, Bēl, Nabû, Nergal, Ištar of Nineveh, (and) Ištar of Arbela, the gods who support me, for victory over (my) strong enemy and (v 10') they immediately heeded my prayers (and) came to my aid. 	I myself prayed to the deities Aššur, Sîn, Šamaš, Nergal, (... ) Ištar of Nineveh, Ištar of Arbela, Bēl, Nabû, ... the gods who support me, for victory over the army of (my) enemy and they immediately heeded my prayers (and) came to my aid.
Abu (V), the sixth day, eponymy of Nabû-šar-aḫḫēšu, governor of the land Samaria (645).	Duʾūzu (IV), the ... day, eponymy of Nabû-šar-aḫḫēšu, <gove>rnor of the city Samaria (645).
To the king, my lord: your servant, the šandabakku. May Enlil, Ninurta, and Nusku bless the king, my lord.	To the king, my lord: your servant Nabû-naṣir. May Nabû and  Marduk bless the king, my lord!
Witness Marduk-eṭir, ditto.	Witness Mamî, ditto.
... ditto ditto ditto ditto, textile, ... , knotted 1 1/2;	... ditto ditto ditto, the fringe knotted, 1 1/2 mina;
Marduk-šarru-uṣur, the eunuch ... 	Marduk-šarru-uṣur, a ... mean;
The money is paid completely. That field is acquired from its owner for a second time. Any revocation, lawsuit, or litigation is void.	The money is paid completely. Those fields, houses and people are purchased and acquired. Any revocation, lawsuit, or litigation is void.
Witness Aššur-išmanni, (... ).	Witness Aššur-... 
Witness Mannu-ki-Aššur, ditto.	Witness Mannu-ki-Aššur.
For the god Marduk, his lord: Ashurbanipal, son of Esarhaddon, king of the world (and) king of Assyria had baked bricks made anew for Etemenanki.	For the god Marduk, his lord: Esarhaddon, king of Assyria (and) king of Babylon, had baked bricks made anew for Esagil and Etemenanki.
