x talents, Sam'al;	x talents, Ṣimirra;
To the king, my lord: your servant, Aššur-reṣuwa, priest of Ninurta. Good health to the king, my lord. May Bel, Aššur, and Ninurta bless the king, my lord. May they give to the king, my lord, long days, everlasting years, long life, and the attainment of all he strives for.	To the king, my lord: your servant Nabû-bel-šumati. Good health to the king, my lord! May Aššur, Nabû and Marduk bless the king, my lord. May they grant the king, my lord, happiness, physical well-being and the length of days. 
... your city wall ... 	... city ... 
you ... to the gods ... ?	... will they go ... ?
Disregard that ... they (may) experience ... trouble and hardships on the journey... 	Disregard that they (may) turn him ... and that they may experience illness and hardships on the road... 
One mina of silver (by the mina) of Carchemish belonging to Silim-Aššur, at the disposal of Urda-Issar. He has taken it as a loan.	Two minas of silver by the mina of Carchemish, belonging to Sin-remanni, at the disposal of Mannu-ki-Issaran, major-domo of the viziers.
... 30 hectares of field,	... 20 hectares of field,
The gods Ninurta and Nergal, who love my priesthood, gave to me the wild beasts and commanded me to hunt. I killed from my ... chariot 373 wild bulls (and) 399 lions with my valorous assault. 'I drove twenty-nine elephants into ambush.	The gods Ninurta and Nergal, who love my priesthood, gave to me the wild beasts and commanded me to hunt. I killed sixty strong lions from my ... chariot with my wildly vigorous assault with the  spear. 
Month Iyyar (II), (eponym year of) Gir-Ṣapunu.	Month Iyyar (II), 6th day, eponym year of NN.
... It has a 'station.' The 'path' ... 	It has a 'station.' The 'path' is present... 
If the moon is surrounded by a halo, and Mars stands in it: in all lands the cultivated field will not prosper.	If the moon is surrounded by a halo, and Mars stands in it: loss of cattle; in all lands cultivated fields and dates will not prosper; the Westland will diminish.
... not ... anything to Bit-... 	... you anything ... 
The king should ask why ... 	The king, our lord, should ask ... 
... of Bel-Harran-belu-uṣur	Bel-Harran-belu-usur
I would have seen ... 	I have fastened ... 
In order to be able to draw water by bucket every day, I had bronze wire chains and bronze cables made and, instead of poles, I had tree trunks (and) date palm(s) placed over wells.	In order to be able to draw water by bucket every day, I had bronze wire chains and bronze cables made and, instead of poles, I had tree trunks together with date palm(s) of copper placed over wells.
... citizens of Babylon,	... to a citizen of Babylon
... , ditto, the front red;	... ditto, ditto, the front red, of limestone;
... so there is no fear ... 	... into the presence ... 
Aššur, Šamaš, and Marduk have granted to the king my lord a stable throne forever, for long days.	Aššur, Šamaš, Nabû, and Marduk have granted a stable throne forever, for long days, to the king my lord.
Say to NN: thus says the king:	Say to Amurru-šumu-iškun: thus says the king:
... they are building ... 	... they should go ... 
Gada', royal bodyguard;	Remanni-Adad, royal bodyguard;
... 2 brick-courses laid	... brick courses
... The 'weapon'-mark of the 'increment' is elevated to the left ... 	... The 'weapon'-mark of the 'increment' rises to the left... 
... tubes, 6 ... ,	... s to ... 
Witness Nusku-iddina.	Witness Ninuayu.
Total, (in) the King's village, near the town of Dimmeti, in Kipani.	Total, in the village of Hamû, near the town of Tinunî.
Witness Dagan-milki.	Witness Hana-kiṣir.
At that time the ... of the city Taidu had become dilapidated and I removed its debris. I restored it. I rebuilt (it) from top to bottom and deposited my monumental inscriptions.	... had become dilapidated and old. I cleared away its debris down to the bottom of the foundation pit. I completed it from top to bottom and deposited my monumental inscription.
There is a hole in the right of the 'pouch.'	There is a hole in the right side of the 'station.'             
I, Ashurbanipal, the creation of (the god) Aššur and the goddess Mullissu, the senior son of the king of the House of Succession, the one whom the god Sîn nominated in distant days, while (he was) in the womb of his mother, for shepherding Assyria and (the one for whom) the gods Šamaš (and) Adad declared the exercising of its kingship through their firm decision(s) —	I, Ashurbanipal, the creation of (the god) Aššur and the goddess Mullissu, the senior son of the king of the House of Succession, the one whom (the god) Aššur and the god Sîn — the lord of the (lunar) crown — nominated in distant days to be king (i 5) and created in the womb of his mother for shepherding Assyria, (and the one for whom) the deities Šamaš, Adad, and Ištar declared my exercising the kingship through their firm decision(s) —
If he does not give, it shall increase by the same amount.	(If) he does not pay, it shall increase by 5 seahs per homer.
If Scorpius' horns at its appearance are twisted: the enemy will attack, but fall in battle.	If the horns of Scorpius are twisted: the enemy will attack but fall in battle.
Witness Nabû-sagib.	Witness Nabû-... 
The god Enlil saw ... and his heart became angry (and) his mood became furious. The Enlil of the gods, the lord of the lands, plotted evilly to scatter the land and people; to level the land and to destroy its people, his heart was angry. A bitter curse was placed in his mouth. 	... His mood became furious. The Enlil of the gods, the lord of the lands, plotted evilly to scatter the land and people; his heart schemed to level the land and to destroy its people. A bitter curse was set in his mouth. 
in all, 9: the 'residences' of the Huhamaeans.	in all, x: the 'residences' beneath the Window.
Remnants ... 	as ... 
Concerning the raven about which the king, my lord, wrote to me, (here are the relevant omens):	Concerning the watch about which the king, my lord, wrote to me, we shall keep it and write (to the king).
I, Sîn-šarra-iškun, great king, strong king, king of the world, king of Assyria; son of Ashurbanipal, great king, strong king, king of the world, king of Assyria, king of the land of Sumer and Akkad, king of the four quarters (of the world); son of Esarhaddon, great king, strong king, king of the world, king of Assyria, (5) governor of Babylon, king of the land of Sumer and Akkad; son of Sennacherib, great king, strong king, king of the world, king of Assyria, unrivalled prince; descendant of Sargon (II), great king, strong king, king of the world, king of Assyria, governor of Babylon, king of the land of Sumer and Akkad; (10) the one who renovates the chapels of the temple of the god Nabû, that is inside Baltil (Aššur): I repaired its enclosed courtyard (lit. “that enclosed courtyard”) with baked bricks, the craft of the deity Nunurra.	son of Ashurbanipal, great king, strong king, king of the world, king of Assyria, king of the land of Sumer and Akkad, king of the four quarters (of the world); son of Esarhaddon, great king, strong king, king of the world, king of Assyria, governor of Babylon, king of the land of Sumer and Akkad; son of Sennacherib, great king, strong king, king of the world, king of Assyria, unrivalled prince; descendant of Sargon (II), great king, strong king, king of the world, king of Assyria, governor of Babylon, king of the land of Sumer and Akkad; ... , pious prince, capable governor, beloved of the god Nabû and the goddess Tašmētu ... 
Witness Dari-Bel. Witness Ṭabî, baker.	Witness Azarri. Witness Mati-ken.
Month of Iyyar (II), 10th day, eponym year of Sargon (719 B.C.)... 	Month Iyyar (II), 6th day, eponym year of NN.
... the horses ... 	... wherever he goes ... 
Witness Dunusu. Witness NN.	Witness Musallamu. Witness Puṭi-še.
of these men ... 	of the campaign ... 
To the king, my lord: your servant Ašipâ. Good health to the  king, my lord! May Nabû (and) Marduk bless the king, my lord.	To the king, my lord: your servant NN. Good health to the king, my lord!
If you do what is good to me,	and do what is good to me.
brothers ... 	whether ... 
If the upper part and the lower part are in equilibrium: strife. Lovers will be estranged.	... If the upper and the lower part are in equilibrium: strife. Lovers will be estranged... 
If the moon and sun are in balance: the land will become stable; reliable speech will be placed in the mouth of people.	If the moon and sun are in balance: the land will become stable; reliable speech will be placed in the mouth of people; the king ... will make the throne last long.
Aššur-Enlil; Mašmaš; Aššur-Adad in front of Aššur-dugul; Aššur-Adad in front of Aššur-Conqueror; Enlil-Anu; Ea-šarru; Sîn, Adad, Šamaš; Ištar, the Queen of Heaven of Kar-Tukulti-Ninurta, Šerua; the Great Gods; Tašmetu; Nusku, Ninurta; Kippat-mati, Kippat-mati-image, Kutatati; Enlil, Dagan, Aššur-Tiara, the Sun-image, Aššur-Lahmus, Aššur-Judges, Ea-Kittu, Sîn, Šamaš, Aššur-Conqueror; Ea, Kittu (and) Mišaru, Dibar; Ninurta (and) Aššur; Aššur-Šakkan-Tišpak, Aššur-Judges; Lubelim, Gimagan, Ili-pada;	Aššur-Enlil; Mašmaš; Aššur-Adad in front of Aššur-dugul; Aššur-Adad in front of Aššur-Conqueror; Enlil-Anu; Ea-šarru; Sîn, Adad, Šamaš; Ištar, the Queen of Heaven of Kar-Tukulti-Ninurta, Šerua; the Great Gods; Tašmetu, Ninurta, Nusku; Kippat-mati, Kippat-mati-image, Kutatati; Enlil, Dagan, Aššur-Tiara, Sun-image, Aššur-Lahmus, Aššur-Judges, Kittu, Sîn, Šamaš, Aššur-Conqueror; Ea, Kittu (and) Mišaru, Dibar; Ninurta and Aššur, Aššur-Šakkan-Tišpak, Aššur-Judges; Lubelim, Gimagan, Il-pada;
Witness Danqu-dibbi-Issar, ditto.	Witness Inurta-kibsi-uṣur, ditto.
Marduk-šarrani,	... Marduk-šarrani ... 
adjoining the garden of Šumma-ilani,	adjoining the vineyard of Aššur-ila'i,
Witness NN. Witness Nargî.	Witness Ikkaru. Witness Nabû-le'i.
The 22nd: good for undertaking an enterprise;	The 22nd day: at court, favorable; (good for) undertaking of an enterprise.
If the moon reaches the sun and follows it closely, and one horn meets the other: there will be truth in the land; the son will speak the truth with his father; universal peace.	If the moon is surrounded by a halo, and the sun stands in it: there will be truth in the land; the son will speak the truth with his father.
You wrote ... 	You put ... 
To the king, my lord: your servant Nabû-eṭiranni. 	To the king, my lord: your servant Aššur-bani.
The exorcists who go in front of him reciting an incantation, are his people; they go wailing in front of him. 	The exorcists, who go in front of him reciting an incantation, are his people; they go wailing in front of him. 
Esarhaddon, great king, mighty king, king of the world, king of Assyria, governor of Babylon, king of Sumer and Akkad, the true shepherd who reorganized the confused people and made light shine forth for them; to whom the <great> gods gave as a gift (the ability) to create, build, (and) renew; the one who (re)constructed the temple of the god Aššur, (re)built Esagil and Babylon, completed all of the cult centers, renewed the statues of the great gods, (and) who returned the plundered gods of the lands to their (proper) place from Assyria; who plated Egašankalama, the temple of the goddess Ištar of Arbela, his lady, with silver (zaḫalû) and made (it) shine like daylight — I had lions, screaming anzû-birds, laḫmu-monsters, (and) kurību-genii fashioned from silver and copper and set (them) up in its entry doors.	Esarhaddon, great king, mighty king, king of the world, king of Assyria, governor of Babylon, king of Sumer and Akkad, the true shepherd who reorganized the confused people (and) made light shine forth for them; to whom the great gods gave as a gift (the ability) to create, build, (and) renew; (5) the one who (re)constructed the temple of the god Aššur, (re)built Esagil and Babylon, completed all of the cult centers, renewed the statues of the great gods, (and) who returned the plundered gods of the lands to their (proper) place from Assyria; who plated Egašankalama, the temple of the goddess Ištar of Arbela, his lady, with silver (zaḫalû) and made (it) shine like daylight — I had lions, screaming anzû-birds, laḫmu-monsters, (and) kurību-genii fashioned from silver and copper and set (them) up in its entry doors.
... with you ... 	... s to ... 
Now then I’m writing to the king, my lord: 	Now then I am waiting for the king, my lord.
Witness Nergal-duri.	Witness Saklu.
He shall enjoy it for three crop years and 3 fallow years, in all 6 years.	He shall enjoy the field for 3 crop years and 3 fallow years, in all 6 years.
Go up and ... 	and ... 
... , his wife, his 2 sons, his daughter ... 	... ni, his wife, NN his son, his daughter,
I placed crossbeams on tall cedar columns (thus forming) a cornice in their gates. I had the frieze(s) (and) coping(s) of the whole of that palace made of black (and) blue (glazed bricks) and I put (them) around (it) like a wreath. I surrounded all of the gates with an arch (and) a vault like a rainbow. I embedded nails of pure silver and shining bronze in them. Through the craft of the sculptor, I depicted on it (the frieze of the palace) the might of the god Aššur, my lord,  (the deeds) that I had accomplished in enemy lands.	I placed crossbeams on large copper columns (and) tall cedar columns, (thus forming) a cornice in their gates. I had the frieze(s) (and) coping(s) of the whole of that palace made of black and blue (glazed bricks) and I put (them) around (it) like a wreath. I surrounded all of the gates with an arch and a vault like a rainbow. I embedded nails of silver, gold, and shining copper in them. Through the craft of the sculptor, I depicted on it (the frieze of the palace) the might of the god Aššur, my lord, (and) the deeds that I had accomplished in enemy lands. 
Month ... , 18th day	Month ... , 17th day.
on foot ... 	does not ... 
If ... , I shall go to ... 	I shall go ... 
In the base of the middle surface of the 'finger' there is a 'weapon'-mark facing the base of the 'finger.' The 'weapon'-mark of the 'increment' rises toward the left. The upper part ... 	In the base of the middle surface of the 'finger' there is a 'weapon'-mark ... The 'weapon'-mark of the 'increment' rises towards the left. The upper part is elevated. The base of the middle part is 'loose.'             
                                  Disregard that the oracle query has become jumbled in the mouth of the haruspex, your servant... 	Disregard that the oracle query has become jumbled in the mouth of the haruspex, your servant... 
... Nergal-abu-... 	... Nergal ... 
Witness ... didi.	Witness ... 
NN (said): "Let me go to ... ;" but NN held him back, saying, "You will go ... with me."	NN said, "Let me go to ... ," but NN held him back, saying, "You will go ... with me."
If the moon is slow in its course: the harvest of the land will prosper.	If Venus becomes visible in Shebat (XI): the harvest of the land will prosper.
a flask of mēzu-wine; a flask of lā'u-wine.	A flask of mēzu-wine; a flask of lā'u-wine.
Concerning the watch about which the king, my lord, wrote to me, neither the moon nor the eclipse were seen. May they appoint a guardian of health and life for the king, my lord!	Concerning the watch about which the king, my lord, wrote to me, the moon let the eclipse pass by, it did not occur.
Balihû, son of Marduk, son of Babu-ereš; family of the house of Bel-eṭira; his paternal house faces the Gate of the Entry of the goddess Gula.	Bel-aha-iddin, son of Nabû-kaṣir, son of Nabû-le'i; family of the house of Egibi; his paternal house is in the street of the goddess Išhara.
In  the  top  of the left surface of the 'finger' a 'foot'-mark ... to the area of the 'finger.'             	The top of the left surface of the 'finger' drags towards the area of the 'finger.' ... 
Disregard that he who touches the forehead of the sheep is dressed in his ordinary soiled garments, or has touched the (libation) beer, the maṣhatu flour, the water, the pot, or the fire... 	Disregard that he who touches the forehead of the sheep is dressed in his ordinary soiled garments, has eaten, drunk, (or) anointed himself with anything unclean, (or) has altered or changed the (ritual) proceedings... 
Witness Ša-la-mašê, mayor.	Witness Zibate, mayor.
Month ... , 11th day, eponym year of Adad-šarru-uṣur, governor of Marqasi.	Month ... , ... th day, eponym year of Sin-šarru-uṣur, palace scribe.
These fields, buildings and people Tiglath-Pileser (III), king of Assyria, exempted (from taxes) and gave to NN.	These fields, orchards and people Adad-nerari (III), king of Assyria, exempted (from taxes) and gave to NN, his eunuch as a grant.
If the moon is surrounded by a halo, and Regulus stands in it: pregnant women will give birth to male children.	If the moon is surrounded by a halo, and Regulus stands in it: in that year pregnant women will give birth to male children.
Witness ... uni.	Witness ... 
I gathered the bought people who had become slaves (and) who had been distributed among the (foreign) riffraff and counted (them once again) as Babylonians. I returned their looted possessions, provided the naked with clothing, (and) let them take the road to Babylon. I encouraged them to (re)settle the city, build houses, plant orchards, (and) dig canals. 	I established anew the remission of debts of the wronged citizens of Babylon, people (entitled to) the privileged status (and) freedom (guaranteed by) the gods Anu and Enlil. I gathered the bought people who had become slaves (and) who had been distributed among the (foreign) riffraff and counted (them once again) as Babylonians. I returned their looted possessions, provided the naked with clothing, (and) let them take the road to Babylon. I encouraged them to (re)settle the city, build houses, plant orchards, (and) dig canals. 
side ... 	house ... 
NN, his servant, Zakiru —	NN, his servant,
Neš-ili-mati, Neš-igigani, the Steps and the Lahmus of the Eastern Gate; Nusku, the Bull-Son-of-Šamaš and the Judges behind (the God);	Tambaya (and) Šamšiya; Enpi, Kalkal, Neš-ili-mati, Neš-igigani, the Steps and the Lahmus of the Eastern Gate; Nusku, the Bull-Son-of-Šamaš and the Judges behind (the God);
in cultivation ... 	... litigation ... 
Witness Tariba-Issar, cook.	Witness Habur-Issar.
The kallāpu messenger ... 	your messenger ... 
May Aššur, Bel, Nabû and Šamaš bless the king, my lord! May they give life of distant days, old age and fullness of life to the king, my lord!	May ... give life of distant days, old age and fullness of  life to the king, my lord.
the troops of Assurbanipal, king of Assyria,	will Assurbanipal, king of Assyria,
Month Nisan (I), eponym year of Iddin-ahhe of Ṣimirra.	Month Nisan (I), eponym year of Iddin-ahhe, governor of Dur-Šarruken.
The gods Bēl (and) Anu entrusted to you the distant mountains.	Bel and Anu have entrusted to you the distant ... s.
On my fifth campaign: The population of the cities Tumurrum, Šarum, Ezāma, Kibšu, (iv 20) Ḫalbuda, Qūa, (and) Qana, whose dwellings are situated like the nests of eagles, the foremost of birds, on the peak of Mount Nipur, a rugged mountain, and who had not bowed down to the yoke — I had my camp pitched at the foot of Mount Nipur. 	On my fifth campaign: The population of the cities Tumurrum, Šarum, Ezāma, Kibšu, Ḫalbuda, Qūa, (and) Qana, whose dwellings are situated like the nests of eagles, the foremost of birds, on the peak of Mount Nipur, a rugged mountain, and who had not bowed down to the yoke — (iii 5'') I had my camp pitched at the foot of Mount Nipur. 
... Partakanu;	... Natannu
Witness NN, weaver.	Witness NN, ... 
... goldsmiths	... gold
By the mouth of the woman Ilussa-amur of the Inner City.	By the mouth of the woman Dunnaša-amur of Arbela.
If the moon becomes visible in Adar (XII) on the 30th day: there will be an eclipse of the sun.	If the moon becomes visible in Tebet (X) on the 30th day: the Ahlamû will devour Subartu; a foreigner will rule the Westland.
... happiness ... 	... wine ... 
and the rest ... 	there is ... 
Just as this waterskin is split and its water runs out, so may your waterskin break in a place of severe thirst; die of thirst!	Just as (this) waterskin is split and its water runs out, so may your waterskin break in a place of severe thirst; die of thirst!
... with the favours	... with the king
When there was an epidemic here, Ilu-bi'di a cohort commander of the ... under my jurisdiction killed a horse. I made up for the horse in his stead and he promised: "I'll give you the money." Now this Ilu-bi'di has died; his wife, as the king knows,  has married a young boy and that person has been serving under me as a cook.	When there was an epidemic here, Ilu-bi'di a cohort commander under my jurisdiction killed a horse. I made up for the horse in his stead and he promised: "I'll give you money." (Now this) Ilu-bi'di has died; his wife, has married ... , a young boy, and that person has been serving under me as a cook.
(As for) the land Patušarri, a district in the area of the salt desert, which is in the midst of the land of the distant Medes, borders Mount Bikni, the lapis lazuli mountain, (and) upon the soil of whose land none of the kings, my ancestors, had walked —  I carried off to Assyria Šidir-parna (and) E-parna, mighty chieftains, (i' 10') who were not submissive to (my) yoke, together with their people, their riding horses, oxen, sheep and goats, (and) Bactrian camels, their heavy plunder. 	(As for) the land Patušarri, a district in the area of the salt desert, which is in the midst of the land of the distant Medes, borders on Mount Bikni, the lapis lazuli mountain, (iii' 5') (and) upon the soil of whose land none of the kings, my ancestors, had walked — I carried off to Assyria Šidir-parna (and) E-parna, mighty chieftains, who were not submissive to (my) yoke, together with their people, their riding horses, oxen, sheep and goats, donkeys, (and) Bactrian camels, their heavy plunder.
To the king, my lord: your servant, Nabu-kudurri-uṣur. Good health to the king, my lord. May Nabû and Marduk bless the king, my lord.	To the king, my lord: your servant Nabû-naṣir. May Nabû and  Marduk bless the king, my lord!
... and tell it to the king.	... very ... to the king.
To the king, my lord: your servant Ikkaru. The very best of health to the king, my lord! May Nabû and Marduk bless the king, my lord! May Bel, Nabû and the Lady of Life give happiness and physical well-being to the king, my lord!	To the king, my lord: your servant Mar-Issar. Good health to the king, my lord! May Nabû and Marduk bless the king, my lord! May the great gods bestow lasting days, well-being and joy upon the king, my lord!
in all 80 hectares of land in cultivation by the copper seah of 9 'litres.'	An estate of x hectares of field in cultivation by the seah of 7 'litres' by the ... 'litre'.
the ... of the caravan brought.	the ... of the Urarṭian ... 
owner of the field being sold.	... owner of the people being sold.
Witness Issar-tariba.	Witness Issar-na'id.
The emissary from Que ... is departing and going ... the Bow River; the ... of the Commander-in-Chief is with him.	The emissary from Que ... is departing and going to the city of Zabban; the ... of the commander-in-chief is with him.
I.e., on the 14th day the moon and the sun are seen together.	If ... the moon and sun are seen together
... May the king, my lord ask NN and ... parri.	... of the king, my lord ... 
x ... of silver ... belonging to Gallulu, at the disposal of Šepe-Issar, sailor.	... silver belonging to Inurta-šarru-uṣur, at the disposal of Tariba-Issar, son of Eribua.
Witness Gilgameš-edašu-šakšid.	Witness Šamaš-edu-lešir.
... in accordance with ... 	... on account of it I ... 
May he constantly exercise the rule over the people who are of privileged status (and have) šubarrû-privileges (granted) by the great gods. (ii 30) During his reign may those ones with šubarrû-privileges not become disordered. May he take away their negligence and erase their sin. Let turmoil be anathema to them (ii 35) (and) may he make their heart(s) rejoice. Like the foundations of Uruk and Eanna, may their foundations be firm.	May he exercise the rule over the people who are of privileged status (and) freed from taxation by the great gods! During his reign may those ones freed from taxation not be in disorder! May he decrease their negligence and may he remove their sin! Let turmoil be unknown to them (and) may he make their heart(s) rejoice! Like the foundations of Uruk and Eanna, may their foundations be firm!
Witness Ea-lešir.	Witness Saklu.
Witness NN, (city) scribe of Arrapha.	Witness NN, scribe of ditto.
Witness Nabutî, cohort commander of the weavers.	Witness Nuranu, cohort commander.
As to the ungelded bulls of which the king, my lord, spoke, I am now choosing them.	As to the ungelded oxen about which the king, my lord, wrote me
1, treasurer;	x, the treasurer;
and he ... 	when ... 
The evening watch means Akkad; Sivan (III) means the Westland; the 14th day means Elam; ... the Westland.	Sivan (III) means the Westland; the 15th day means the Westland.
(Property) of Ninurta-nādin-šumi, king of the world, king of Babylon, king of Sumer (and) Akkad.	(Property) of Marduk-nādin-aḫḫē, king of the world, king of Babylon, king of Sumer (and) Akkad.
Month Sivan (III), 1st day, eponym year of Nabû-da''inanni, governor of Que.	Month Sivan (III), 2nd day, eponym year of Nabû-kenu-uṣur, governor of Samaria.
... will see, hither ... 	... letter ... 
The god Aššur, father of the gods, looked steadfastly upon me among all of the rulers and he made my weapons greater than (those of) all who sit on (royal) daises. He gave me a just scepter that widens borders (10) (and) he put in my hand a merciless rod to fell enemies. He made rulers of the four quarters (of the world), from east to west, bow down at my feet and they (now) pull my yoke.	The god Aššur, father of the gods, looked steadfastly upon me among all of the rulers and made my weapons greater than (those of) all who sit on (royal) daises. He gave me a just scepter that widens borders (and) he put in my hand a merciless rod to fell enemies.
total, the prefect of ... 	total 20, the men from ... 
I appointed him as the ... 	appointees of his hand ... 
If the moon is surrounded by a halo, and Mars stands in it: loss of cattle; the Westland will become smaller.	If the moon is surrounded by a halo, and Mars stands in it: loss of cattle; in all lands cultivated fields and dates will not prosper; the Westland will diminish.
I ordered archers, chariots, (and) horses of my royal contingent to confront (10') the king of the land Elam. They killed many of his troops, including his son, and he (the king of Elam) retreated. They marched to Uruk (and) carried off the god Šamaš of Larsa (and) the goddess the Lady of Uruk, the gods living inside it, together with their property (and) possessions, which are without number. 	I ordered archers, chariots, (and) horses of my royal contingent to confront (30) the king of the land Elam. They killed many troops, including his son, and he (the king of Elam) retreated. They marched to Uruk (and) carried off the deities Šamaš of Larsa, the Lady of the Rēš-Temple, the Lady of Uruk, Nanāya, Uṣur-amāssa, Bēlet-balāṭi, Kurunam, Kaššītu, (and) Palil, the gods who live in Uruk, together with their property (and) possessions, which are without number. 
in the town ... ; Abdi-Kububi, his wife and two sons, a total of 4 persons belonging to Haruranu and Salilanu —	A tower (and) an estate of 10 hectares of land in the midst of a meadow in the town of ... ; Abdi-Kububi, his wife and two sons, a total of 4 persons belonging to Haruranu and Salilanu —
... is  present. The 'strength' is absent. The left of the gall bladder is attached... of the 'finger' is split. In the top ... 	The middle of the 'station' is effaced. The 'path' is present. The 'strength' is present. The left of the gall bladder is attached. The 'finger' is thick ... 
I have not seen ... As to ... 	have not ... your ... 
he shall bear the liability for ... 	I will bear the responsibility for ... 
... among these men	... among them
Let them be taken out and put aside! 	Let them be taken out and put aside!             
... who go there	... together
... well being sold.	... will be long.
                 came                                           	(               Break               )             
... the king of ... 	... whom the king ... 
The courtyard of the Ešuburanna ... 	The great courtyard of the Ekur in ... 
... Is it decreed and confirmed in a favorable case, by the command of your great divinity, Šamaš, great lord?	Is it decreed and confirmed in a favorable case, by the command of your great divinity, Šamaš, great lord? Will he who can see, see it? Will he who can hear, hear it?
in all, 74 people, deportees	 in all, 29 people, deportees.
Should Assurbanipal, king of Assyria, your creature, appoint the man whose name is  written in this oblong tablet and placed before your great divinity, to the office of the royal delegate in the temple of ... in the Inner City?	Should Assurbanipal, king of Assyria, appoint the man whose name is written in this oblong tablet and placed before your great divinity, to the priesthood of Anu in the Inner City?
... which frighten ... 	... which for Hudi-... 
Arbayu, governor;	Arbayu, courtier;
Sarduri of the land Urarṭu revolted against me and conspired with Matīʾ-il of (the land Bīt)-Agusi (lit. “son of Agusi”) (against me)... Between the lands Kištan and Ḫalpi, districts of the city Kummuḫu, I utterly defeated him and took his entire camp away from him. 	Sarduri of the land Urarṭu revolted against me and conspired with Matīʾ-il (against me). In the lands Kištan and Ḫalpi, districts of the city Kummuḫu, I defeated him and took his entire camp away from him. He became frightened of the terrifying radiance of my weapons and fled alone in order to save his life. 
CT 54 509 	CT 54 160 
... , the ... day, eponymy of ... , governor of ... 	Month ... , ... th day, eponym year of NN, governor of ... 
Witness Nabû-kašir, overseer of reeds.	Witness Ṭab-Bel, overseer of the household.
The gods Aššur and Adad will listen to the prayers of a later prince when that wall becomes dilapidated and he rebuilds it.	The gods Aššur and Adad will listen to the prayers of a later prince when that wall becomes dilapidated and he rebuilds (it). May (the same prince) restore my clay cone to its place.
... sent the beginning of the message ... :	... in the beginning ... 
If the sun in ... 	of the king ... 
Witness ... -ilu.	Witness ... 
... the land of Akkad	... the 'hand' of Nanaya
Whoever in the future, at any time, lodges a complaint, whether Upaq or his sons or his brothers or any relative of his or his prefect or his labour-duty superior, and seeks a lawsuit or litigation against Bel-Harran-beli-uṣur or his son	Whoever in the future, at any time, whether Daddî or his sons or brothers, or his ... or any relative of his, whoever lodges a  complaint and seeks  a lawsuit or litigation against Remanni-Adad,  his sons and grandsons,
I captured alive Massirâ, the chief archer of Teumman, the king of the land Elam, who was stationed inside the city Ša-pī-Bēl to provide support to the land Gambulu (and) to guard Dunānu. I cut off his head (and) beat (it) against the face of Dunānu, the ally who could not save him. 	I captured alive Massirâ, the chief archer of Teumman, the king of the land Elam, who was stationed inside the city Ša-pī-Bēl to provide support to the land Gambulu (and) to guard Dunānu. I cut off his head (and) beat (it) against the face of Dunānu, the ally who could not save him.
Witness Zabdanu.	Witness Saklu.
Ittî, chariot driver;	Witness NN, chariot driver.
he stole ... 	pestilence ... 
Witness Sipparanu, tanner of colored leather.	Witness Sin-na'id, tanner of colored leather.
Whoever in the future, at any time, whether Aššur-naṣir or his sons or brothers or his governor, seeks a lawsuit or litigation against Šamaš-abu-uṣur, his sons and grandsons, shall place x minas of refined silver and one mina of pure gold	Whoever in the future, at any time, whether Aššur-naṣir or his sons or brothers or his governor, whoever seeks a lawsuit or litigation against Šamaš-abu-uṣur or his sons, shall place x minas of silver and one mina of gold in the lap of Adad, the lord of Kilizi, and shall return the money tenfold to its owner. He shall contest in his lawsuit and not succeed.
17 10 ... ,	100 ... ;
... I have written to the king, my lord ... 	... Aššur to the king, my lord ... 
... there is not ... 	... s to ... 
The king said to the ... 	the king's mother ... 
total — Ninurta.	Total 338 — Ninuayu.
and seeks a lawsuit or litigation against Inurta-ahu-iddina,	... seeks a lawsuit or litigation against Šamaš-na'id,
x, 2, the commanders-of-50, the 'third men' ... ;	1, Assyrian, commanders-of-50 of the 'third men';
... his prosperity 	... is present... 
1 wooden wine-jar stool, used;	1 wooden jar rack, used;
Concerning the tablet which the ... s sent me ... 	Concerning the ... about which the king, my lord, wrote to me ... 
Witness ... -ereš.	Witness ... 
Witness NN, deputy priest.	Witness NN, ditto ditto.
... upon the city gate	... in the city ... 
... the governor of Si'imme;	the governor of Kulimmeri.
May a later prince restore it (and) return my inscribed name to its place. (Then) the goddess Nunaittu will listen to his prayers.	May a later prince restore it (and) return my monumental inscriptions and clay inscriptions to their places. (Then) the god Aššur will listen to his prayers.
If Venus in Ab (V) descends darkly to the horizon and sets: fall of Elam and its troops in battle will take place.	If Venus in Ab (V) descends darkly to the horizon and sets: there will be a fall of Elam.
May Belet-ili, the lady of creation, cut off birth from your land; may she deprive your nurses of the cries of little children in the streets and squares.	May Belet-ili, the lady of creation, cut off birth from your land; may your nurses be deprived of the cries of little children in the streets and squares.
... shall have the usufruct of ... 	He shall have the usufruct of it for a year.
make rebellion or insurrection against Esarhaddon, king of Assyria,	Will he make an uprising and rebellion against Esarhaddon, king of Assyria?
